STREET,QUADRANT,FROMINTERSECTION,TOINTERSECTION,NOOFBLOCKS,WORKDESCRIPTION,YEARBUDGETED,PERCENTCOMPLETED,STATUS,MILES,WARD,FUNCTIONALCLASS,ESTIMATEDSTARTDATE,ESTIMATEDCOMPLETIONDATE,ACTUALCOMPLETIONDATE,REMARKS,XCOORD,YCOORD,LATITUDE,LONGITUDE,PROJECTNOTE,PROJECTNAME,PROJECTMGR,PROJECTID,TEAMREP,EMAIL,CONTACTPHONE
3rd St,SE,East Capitol St,C St,4,Pavement Resurface/restoration,2005,100,Completed,0.26,6,LOCAL,4/4/2005 12:00:00 AM,,9/29/2005 12:00:00 AM,,399823.198940,135564.569980,38.887922513523,-77.00203785169060,Dan's Projects,,,7510,,,
L St,NE,Bladensburg Rd,19th St,4,Pavement Resurface/restoration,2004,100,Completed,0.26,5,LOCAL,4/4/2005 12:00:00 AM,,9/29/2005 12:00:00 AM,WASA Lead Location FY-05,401854.017180,137317.869530,38.90371493858570,-76.97862541909170,,,,5838,,,
Alabama Ave,SE,G St,E St,3,Pavement Resurface/restoration,2004,100,Completed,0.21,7,LOCAL,,,9/29/2005 12:00:00 AM,,405269.777830,134875.312250,38.881697641993,-76.939264563372,,CITYWIDE PAVEMENT RESTORATION LOCAL STREETS,ZAHRA DORRIZ,9388,RAHSAAN FRENCH,,
Fort Dr,NW,Nebraska Ave (W),Albemarle St,2,Regular Cover,2004,100,Completed,0.09,3,LOCAL,3/31/2004 12:00:00 AM,,9/30/2005 12:00:00 AM,Completed never reported ,393193.314330,142158.832830,38.94729945148560,-77.078520859264,,CIP_2004-2009,,2358,,,
Baker St,NE,34th St,Kenilworth Ave (W),1,Pavement Resurface/restoration,2005,100,Completed,0.09,7,LOCAL,4/4/2005 12:00:00 AM,,9/30/2005 12:00:00 AM,,403756.723940,136104.420920,38.89277768373460,-76.95669614467810,,,,7121,,,
East Capitol St,BN,North Carolina Ave (E),13th St (N),1,Pavement Resurface/restoration,2004,100,Completed,0.03,6,COLLECTOR,7/1/2005 12:00:00 AM,,9/30/2005 12:00:00 AM,,400988.695810,135836.953050,38.89037570441760,-76.98860366157970,,Fedral Aid Citywide Pavement Restoration,Mohamed Abdullahi,5612,Said Cherifi,said.cherifi@dc.gov,202-671-4611
43rd St,NW,Ingomar St,Jenifer St,2,Upgrading,2004,100,Completed,0.07,3,LOCAL,3/31/2004 12:00:00 AM,,9/30/2005 12:00:00 AM,Completed but never reported 2 Year CIP 2001 - 2003,392740.039480,143404.589250,38.95851792692260,-77.08376295021860,,,,2598,,,
Dix St,NE,34th St,36th St,3,Reconstruction,1999,100,Completed,0.15,7,LOCAL,1/6/2003 12:00:00 AM,11/20/2003 12:00:00 AM,9/30/2005 12:00:00 AM,Ongoing Activities:  Only AC Surface placement remains.,403803.669990,136325.330010,38.89476751211850,-76.95615377335410,,Local Street Upgr-W7,Sylvester Okpala,2624,,,
29th Pl,NW,Cul De Sac (S),Garfield St,1,Pavement Resurface/restoration,2004,100,Completed,0.12,3,LOCAL,,,9/30/2005 12:00:00 AM,Completed but never update,394945.551740,139731.227170,38.92544269041430,-77.058289448140,,,,5551,,,
Fort Dr,NE,Clermont Dr,Half Pl,1,Pavement Resurface/restoration,2004,100,Completed,0.06,5,MINOR ARTERIAL,4/4/2005 12:00:00 AM,7/19/2005 12:00:00 AM,10/3/2005 12:00:00 AM,,399350.816290,141594.145190,38.94223871569340,-77.00748834902750,,Fedral Aid Citywide Pavement Restoration,Mohamed Abdullahi,5475,Said Cherifi,said.cherifi@dc.gov,202-671-4611
1st St,NW,C St,F St,4,Pavement Resurface/restoration,2004,100,Completed,0.26,6,COLLECTOR,3/31/2004 12:00:00 AM,,10/3/2005 12:00:00 AM,,398945.5159,136398.9687,38.89543847275460,-77.01215551879490,,CIP_2004-2009,Mohamed Abdullahi,4851,Said Cherifi,said.cherifi@dc.gov,202-671-4611
Potomac Ave,SW,Q St  South Capitol St,1st St  R St,2,Pavement Resurface/restoration,2005,100,Completed,0.18,6,COLLECTOR,,,10/3/2005 12:00:00 AM,,399075.226170,133585.412470,38.87009301899040,-77.01065650335070,,Street Resurfacing of Ward 5 & 6,Mohamed Abdullahi,8602,Said Cherifi,said.cherifi@dc.gov,202-671-4611
Lanier Pl,NW,Ontario Rd,Adams Mill Rd,1,Pavement Resurface/restoration,2004,100,Completed,0.20,1,LOCAL,3/31/2004 12:00:00 AM,,10/4/2005 12:00:00 AM,,396326.470330,139604.5713,38.92430859221830,-77.04236359615690,POKA-2003-B-oo48-JJ,Citywide Pavement Restoration Contract (Local Streets),Maduabuchi Udeh,3777,Michael Jelen,Michael.Jelen@dc.gov,202-671-4542
East Capitol St,BN,2nd St,3rd St,1,Pavement Resurface/restoration,2004,100,Completed,0.08,6,COLLECTOR,7/1/2005 12:00:00 AM,,10/6/2005 12:00:00 AM,,399759.055010,135773.869120,38.88980794368670,-77.00277726350260,,Fedral Aid Citywide Pavement Restoration,Mohamed Abdullahi,5608,Said Cherifi,said.cherifi@dc.gov,202-671-4611
13th St,NE,Wylie St,I St,1,Pavement Resurface/restoration,2004,100,Completed,0.04,6,COLLECTOR,7/1/2005 12:00:00 AM,,10/6/2005 12:00:00 AM,,401014.049690,137020.60,38.90103839962460,-76.98830966942170,,Fedral Aid Citywide Pavement Restoration,Mohamed Abdullahi,5570,Said Cherifi,said.cherifi@dc.gov,202-671-4611
New Jersey Ave,NW,F St,G St,2,Pavement Resurface/restoration,2004,100,Completed,0.07,6,COLLECTOR,7/1/2005 12:00:00 AM,,10/7/2005 12:00:00 AM,,398955.538840,136662.796760,38.89781514386820,-77.01204038092290,,Fedral Aid Citywide Pavement Restoration,Mohamed Abdullahi,5668,Said Cherifi,said.cherifi@dc.gov,202-671-4611
15th St,NE,Ames Pl,Constitution Ave,1,Pavement Resurface/restoration,2004,100,Completed,0.04,6,COLLECTOR,7/1/2005 12:00:00 AM,,10/7/2005 12:00:00 AM,,401418.859840,135988.530010,38.89174057715890,-76.98364500371570,,Fedral Aid Citywide Pavement Restoration,Mohamed Abdullahi,5574,Said Cherifi,said.cherifi@dc.gov,202-671-4611
East Capitol St,BN,C St,Anacostia Fwy (E),2,Pavement Resurface/restoration,2004,100,Completed,0.52,6/7,PRINCIPAL ARTERIAL,7/1/2005 12:00:00 AM,,10/10/2005 12:00:00 AM,,403187.655260,135773.188570,38.88979606719380,-76.96325735025040,FY-04 per Sylvester,Fedral Aid Citywide Pavement Restoration,Mohamed Abdullahi,5142,Said Cherifi,said.cherifi@dc.gov,202-671-4611
Randolph St,NE,25th Pl,26th St,1,Pavement Resurface/restoration,2004,100,Completed,0.05,5,COLLECTOR,7/1/2005 12:00:00 AM,,10/10/2005 12:00:00 AM,,402544.844030,141101.249340,38.93779512033870,-76.97064699466560,,Fedral Aid Citywide Pavement Restoration,Mohamed Abdullahi,5485,Said Cherifi,said.cherifi@dc.gov,202-671-4611
South Dakota Ave,NE,Delafield St,Riggs Rd,10,Federal Aid Resurfacing,2004,100,Completed,0.68,5,PRINCIPAL ARTERIAL,7/4/2005 12:00:00 AM,,10/10/2005 12:00:00 AM,,400194.186650,142828.694310,38.95336009599980,-76.99775970304580,Per Berehager  construction will begin in FY-04,FedAid_6YR_CIP,Abdullahi Mohamed,4769,MORGAN PRINCE,morgan.prince@dc.gov,202-671-4627
Wheeler Rd,SE,Congress St,Congress St,0,Traffic Signal Work,2004,100,Completed,0,8,MINOR ARTERIAL,,,10/10/2005 12:00:00 AM,,400549.92,130311.510010,38.84060061984960,-76.993665690655,,,ELIJAH ROBINSON,6058,,,202.671.2829
New Jersey Ave,NW,H St,I St,1,Pavement Resurface/restoration,2004,100,Completed,0.08,6,MINOR ARTERIAL,7/1/2005 12:00:00 AM,,10/10/2005 12:00:00 AM,,398862.729180,136989.686080,38.90075976521480,-77.01311081700630,,Fedral Aid Citywide Pavement Restoration,Mohamed Abdullahi,5670,Said Cherifi,said.cherifi@dc.gov,202-671-4611
Mount Olivet Rd,NE,Brentwood Pky,West Virginia Ave,5,Pavement Resurface/restoration,4,100,Completed,0.33,5,MINOR ARTERIAL,,,10/10/2005 12:00:00 AM,,400999.723070,138177.810940,38.91146297517070,-76.98847314734820,,Street Resurfacing of Ward 5 & 6,Mohamed Abdullahi,8603,Said Cherifi,said.cherifi@dc.gov,202-671-4611
Oak St,NW,16th St,Brown St (S),1,Pavement Resurface/restoration,2005,100,Completed,0.04,1,LOCAL,7/1/2006 12:00:00 AM,,10/11/2005 12:00:00 AM,,396813.612830,140800.560740,38.93508433560740,-77.03675136212950,POKA-2003-B-0048-JJ,Citywide Pavement Restoration Contract (Local Streets),Maduabuchi Udeh,5034,Michael Jelen,Michael.Jelen@dc.gov,202-671-4542
Michigan Ave,NE,14th St,16th St,1,Pavement Resurface/restoration,2004,100,Completed,0.11,5,MINOR ARTERIAL,4/4/2005 12:00:00 AM,7/27/2005 12:00:00 AM,10/11/2005 12:00:00 AM,,401329.795810,141629.294430,38.94255458357490,-76.98466070672570,,Fedral Aid Citywide Pavement Restoration,Mohamed Abdullahi,5480,Said Cherifi,said.cherifi@dc.gov,202-671-4611
C St,NE,20th St,22nd St,1,Pavement Resurface/restoration,2004,100,Completed,0.06,6/7,MINOR ARTERIAL,4/4/2005 12:00:00 AM,,10/11/2005 12:00:00 AM,,402109.088260,136161.743710,38.89329956535640,-76.97568830712590,,Fedral Aid Citywide Pavement Restoration,Mohamed Abdullahi,5675,Said Cherifi,said.cherifi@dc.gov,202-671-4611
Virginia Ave,SE,6th St (S),7th St (S),1,Pavement Resurface/restoration,2004,100,Completed,0.16,6,COLLECTOR,7/1/2005 12:00:00 AM,,10/11/2005 12:00:00 AM,,400208.169850,134569.685370,38.87896020326610,-76.99760088543150,,Fedral Aid Citywide Pavement Restoration,Mohamed Abdullahi,5674,Said Cherifi,said.cherifi@dc.gov,202-671-4611
Oak St,NW,Brown St (N),Cul De Sac,1,Pavement Resurface/restoration,2004,100,Completed,0.09,1,LOCAL,3/31/2004 12:00:00 AM,,10/11/2005 12:00:00 AM,2 Year SP 2000 - 2002,396752.813270,140870.012580,38.935709755940,-77.03745294466570,POKA-2003-B-0048-JJ,Citywide Pavement Restoration Contract (Local Streets),Maduabuchi Udeh,2810,Michael Jelen,Michael.Jelen@dc.gov,202-671-4542
Florida Ave,NE,New York Ave,O St,1,Pavement Resurface/restoration,2004,100,Completed,0.05,5/6,PRINCIPAL ARTERIAL,7/1/2005 12:00:00 AM,,10/12/2005 12:00:00 AM,,399636.766880,137873.165050,38.90871911431310,-77.00418793333830,,Fedral Aid Citywide Pavement Restoration,Mohamed Abdullahi,5503,Said Cherifi,said.cherifi@dc.gov,202-671-4611
North Carolina Ave,NE,East Capitol St (E),13th St,1,Pavement Resurface/restoration,2004,100,Completed,0.04,6,COLLECTOR,4/4/2005 12:00:00 AM,,10/13/2005 12:00:00 AM,,400988.606330,135850.4560,38.89049734413790,-76.98860467355460,,Fedral Aid Citywide Pavement Restoration,Mohamed Abdullahi,5671,Said Cherifi,said.cherifi@dc.gov,202-671-4611
Elder St,NW,8th St,Georgia Ave,2,Pavement Resurface/restoration,2005,100,Completed,0.11,4,LOCAL,7/1/2009 12:00:00 AM,,10/14/2005 12:00:00 AM,,397792.1952,145484.836130,38.97728452389790,-77.02547960481930,N/A,Citywide Pavement Restoration,Paul Stephenson,6858,Rodney Olive,N/A,202-671-4591
Benning Rd,SE,G St,G St,0,High Accident Intersection,2004,100,Completed,0,7,MINOR ARTERIAL,,,10/17/2005 12:00:00 AM,#14-5-222 was completed on 10/17/04  #14-6-78 was completed on 10/05/04,405809.86,134852.810010,38.88149153034730,-76.93304018090430,,,,5394,,,
School St,SW,4th St,6th St,1,Pavement Resurface/restoration,2004,100,Completed,0.13,2,LOCAL,3/31/2004 12:00:00 AM,,10/28/2005 12:00:00 AM,Added to IDIQ04 per Team 1,398374.8864,135121.524510,38.88392990708460,-77.01873040356220,POKA-2003-B-0048-JJ,Citywide Pavement Restoration Contract (Local Streets),Maduabuchi Udeh,4496,Michael Jelen,Michael.Jelen@dc.gov,202-671-4542
18th St,NW,M St,Connecticut Ave  Jefferson,1,Pavement Resurface/restoration,2005,100,Completed,0.06,2,MINOR ARTERIAL,7/1/2006 12:00:00 AM,,11/29/2005 12:00:00 AM,,396384.532220,137578.578940,38.90605801985240,-77.04168335113120,POKA-2004-B-0016-JJ,Federal Aid City Wide Pavement Restoration Contract,Maduabuchi Udeh,7624,Michael Jelen,Michael.Jelen@dc.gov,202-671-4542
Longfellow St,NW,16th St,Cul De Sac,1,Pavement Resurface/restoration,2004,100,Completed,0.10,4,LOCAL,11/28/2005 12:00:00 AM,11/30/2005 12:00:00 AM,11/30/2005 12:00:00 AM,,396780.486360,143308.7912,38.95767905681780,-77.03714520977340,N/A,Citywidy Pavement Restoration,Paul Stephenson,3572,Deguzman,N/A,202-671-4591
10th St,NW,M St,N St,1,Pavement Resurface/restoration,2005,100,Completed,0.11,2,COLLECTOR,7/1/2006 12:00:00 AM,,11/30/2005 12:00:00 AM,,397746.316380,137620.630910,38.90644138516850,-77.02598324595710,,Federal Aid City Wide Pavement Restoration Contract,Maduabuchi Udeh,7577,Michael Jelen,Michael.Jelen@dc.gov,202-671-4542
Woodley Rd,NW,Connecticut Ave,29th St  Garfield St,3,Street Light Projects,2003,100,Completed,0.27,3,LOCAL,,11/30/2005 12:00:00 AM,11/30/2005 12:00:00 AM,,395217.037750,139776.686820,38.92585372488450,-77.05515890572740,,StreetLight Series Circuit Conversion at 5 Locations,Mike Dorsey,8704,Mike Dorsey,,
Woodley Rd,NW,Cathedral Ave (E),Cathedral Ave (E),0,Street Light Projects,2003,100,Completed,0,,,,11/30/2005 12:00:00 AM,11/30/2005 12:00:00 AM,,395651.639990,139708.16,38.92523867179770,-77.05014647744160,,StreetLight Series Circuit Conversion at 5 Locations,Mike Dorsey,8702,,,
3rd St,SW,Independence Ave,C St,1,Street Light Projects,2003,100,Completed,0.10,2,COLLECTOR,,11/30/2005 12:00:00 AM,11/30/2005 12:00:00 AM,,398681.142360,135440.849020,38.88680701686330,-77.01520123388130,,StreetLight Series Circuit Conversion at 5 Locations,Mike Dorsey,8713,Mike Dorsey,,
16th St,NW,Primrose Rd,Maryland Line,5,Upgrading,2005,100,Completed,0.27,4,PRINCIPAL ARTERIAL,7/1/2006 12:00:00 AM,,11/30/2005 12:00:00 AM,Completed Never Reported,396853.278750,146987.849130,38.99082112158910,-77.03632225513010,N/A,Pavement Resurface Restoration,Paul Stephenson,6372,Porter Curtis,N/A,202-671-4581
Woodley Rd,NW,Woodley Pl,Connecticut Ave,1,Street Light Projects,2003,100,Completed,0.07,1,LOCAL,,11/30/2005 12:00:00 AM,11/30/2005 12:00:00 AM,,395489.978520,139730.942910,38.925443092591,-77.052010951045,,StreetLight Series Circuit Conversion at 5 Locations,Mike Dorsey,8703,Mike Dorsey,,
Western Ave,NW,Chevy Chase Cir (E),Chestnut St,19,Federal Aid Resurfacing,2004,100,Completed,1.19,3,COLLECTOR,6/1/2004 12:00:00 AM,11/30/2005 12:00:00 AM,11/30/2005 12:00:00 AM,2 Year CIP 2001 - 2003,394025.230170,145110.298440,38.97389305250530,-77.06894972840290,N/A,FedAid_6YR_CIP,Paul Stephenson,2732,Lennox Bruce,Lennoxbruce@dc.gov,(202)-671-45
49th St,NW,Fulton St,Garfield St,1,Pavement Resurface/restoration,2004,100,Completed,0.12,3,LOCAL,3/31/2004 12:00:00 AM,12/1/2005 12:00:00 AM,12/1/2005 12:00:00 AM,,391850.009170,139891.733630,38.92686532456070,-77.09399008018210,2nd Aid to State,Citywide Pavement Restoration,Paul Stphenson,3948,Deguzman,,202-671-4591
Quackenbos St,NE,New Hampshire Ave,Eastern Ave,2,Pavement Resurface/restoration,2005,100,Completed,0.24,4,LOCAL,7/2/2007 12:00:00 AM,,12/6/2005 12:00:00 AM,2 Year CIP 2001 - 2003,399828.864290,143983.751880,38.96376515883820,-77.00197465059270,,,,2642,,,
North Capitol St,BN,Hawaii Ave  Rock Creek Chu,Buchanan St,1,Pavement Resurface/restoration,2003,100,Completed,0.02,5,PRINCIPAL ARTERIAL,12/8/2003 12:00:00 AM,12/15/2005 12:00:00 AM,12/15/2005 12:00:00 AM,,399253.709690,142147.027070,38.94721915529170,-77.00860907732460,,Rehabilitation of N. Capitol St. from Michigan to Buchanan St,Konjit Eskender,8543,Stanley Freeman,Stanley.Freeman@dc.gov,202-234-1458
